GO_term_def,Gene_name,Association_score,Disease_association,Full_name
cytoplasm,PPP3CA,0.3400134663099256,Intellectual disability,protein phosphatase 3 catalytic subunit alpha
cytoplasm,PPP3CA,0.3400134663099256,Intellectual disability,protein phosphatase 3 catalytic subunit alpha
cytoplasm,PPP4R2,0.03547966604973137,Intellectual disability,protein phosphatase 4 regulatory subunit 2
cytoplasm,PPP5C,0.03346915164024659,Arthrogryposis syndrome,protein phosphatase 5 catalytic subunit
cytoplasm,PPT1,0.1588577408719743,Intellectual disability,palmitoyl-protein thioesterase 1
cytoplasm,PPT1,0.15830337108994727,Intellectual disability,palmitoyl-protein thioesterase 1
cytoplasm,PQBP1,0.33514196707914645,Intellectual disability,polyglutamine binding protein 1
cytoplasm,PQBP1,0.3334431577821976,Intellectual disability,polyglutamine binding protein 1
cytoplasm,PRC1,0.11881992328113164,Arthrogryposis syndrome,protein regulator of cytokinesis 1
cytoplasm,PRDM16,0.03399395503389887,CLIFAHDD,PR/SET domain 16
cytoplasm,PRDM16,0.05748632518881033,Arthrogryposis syndrome,PR/SET domain 16
cytoplasm,PRF1,0.0120113452772528,Arthrogryposis syndrome,perforin 1
cytoplasm,PRICKLE1,0.13859244550676317,Intellectual disability,prickle planar cell polarity protein 1
cytoplasm,PRICKLE1,0.13859244550676317,Intellectual disability,prickle planar cell polarity protein 1
cytoplasm,PRICKLE1,0.16299002549386338,Arthrogryposis syndrome,prickle planar cell polarity protein 1
cytoplasm,PRKAR2B,0.0413929437246866,Intellectual disability,protein kinase cAMP-dependent type II regulatory subunit beta
cytoplasm,PRKCA,0.02104918076554966,Arthrogryposis syndrome,protein kinase C alpha
cytoplasm,PRKCG,0.01773983302486568,Arthrogryposis syndrome,protein kinase C gamma
cytoplasm,PRKG2,0.03413439537867906,Arthrogryposis syndrome,protein kinase cGMP-dependent 2
cytoplasm,PRMT7,0.42501683288740705,Intellectual disability,protein arginine methyltransferase 7
cytoplasm,PROM1,0.01880011656352779,Arthrogryposis syndrome,prominin 1
cytoplasm,PRRC2C,0.03104470779351495,Intellectual disability,proline rich coiled-coil 2C
cytoplasm,PRRT2,0.12592140018889816,Intellectual disability,proline rich transmembrane protein 2
cytoplasm,PRRX1,0.04878644004818942,Arthrogryposis syndrome,paired related homeobox 1
cytoplasm,PRSS12,0.12645472445142236,Intellectual disability,serine protease 12
cytoplasm,PRSS12,0.1182655534991046,Intellectual disability,serine protease 12
cytoplasm,PSAP,0.03814803260055492,Arthrogryposis syndrome,prosaposin
cytoplasm,PSEN1,0.06932900770074663,Arthrogryposis syndrome,presenilin 1
cytoplasm,PSEN2,0.05326259417510769,Arthrogryposis syndrome,presenilin 2
cytoplasm,PSMB9,0.0229139509904515,Arthrogryposis syndrome,proteasome 20S subunit beta 9
cytoplasm,PSMC6,0.05053080563176586,Intellectual disability,"proteasome 26S subunit, ATPase 6"
cytoplasm,PSMD12,0.26609749537298527,Intellectual disability,"proteasome 26S subunit, non-ATPase 12"
cytoplasm,PSMD12,0.26609749537298527,Intellectual disability,"proteasome 26S subunit, non-ATPase 12"
cytoplasm,PSMG1,0.0413929437246866,Intellectual disability,proteasome assembly chaperone 1
cytoplasm,PSPH,0.26609749537298527,Intellectual disability,phosphoserine phosphatase
cytoplasm,PSPH,0.26609749537298527,Intellectual disability,phosphoserine phosphatase
cytoplasm,PSPH,0.03193169944475824,Arthrogryposis syndrome,phosphoserine phosphatase
cytoplasm,PTCH1,0.03538583383106975,Arthrogryposis syndrome,patched 1
cytoplasm,PTEN,0.4220524944696235,Intellectual disability,phosphatase and tensin homolog
cytoplasm,PTEN,0.41967845720862806,Intellectual disability,phosphatase and tensin homolog
cytoplasm,PTEN,0.01832165022237922,Arthrogryposis syndrome,phosphatase and tensin homolog
cytoplasm,PTGES3,0.03629926525796873,Abnormal pattern of respiration,prostaglandin E synthase 3
cytoplasm,PTGS2,0.0100276863986171,Arthrogryposis syndrome,prostaglandin-endoperoxide synthase 2
cytoplasm,PTHLH,0.05287722706473072,Arthrogryposis syndrome,parathyroid hormone like hormone
cytoplasm,PTP4A3,0.03571619715672958,Intellectual disability,protein tyrosine phosphatase 4A3
cytoplasm,PTPN11,0.30917408065790214,Intellectual disability,protein tyrosine phosphatase non-receptor type 11
cytoplasm,PTPN11,0.4270700543023221,Intellectual disability,protein tyrosine phosphatase non-receptor type 11
cytoplasm,PTPN4,0.28827228665406734,Intellectual disability,protein tyrosine phosphatase non-receptor type 4
cytoplasm,PTPN4,0.28827228665406734,Intellectual disability,protein tyrosine phosphatase non-receptor type 4
cytoplasm,PTPRC,0.0327488815678944,Arthrogryposis syndrome,protein tyrosine phosphatase receptor type C
cytoplasm,PTPRS,0.03132558848307532,Intellectual disability,protein tyrosine phosphatase receptor type S
cytoplasm,PTPRS,0.03205735659535103,Arthrogryposis syndrome,protein tyrosine phosphatase receptor type S
cytoplasm,PTS,0.01145697549522575,Arthrogryposis syndrome,6-pyruvoyltetrahydropterin synthase
cytoplasm,PUM1,0.12011345277252808,Intellectual disability,pumilio RNA binding family member 1
cytoplasm,PUM1,0.12011345277252808,Intellectual disability,pumilio RNA binding family member 1
cytoplasm,PURA,0.7251833985890039,Intellectual disability,purine rich element binding protein A
cytoplasm,PURA,0.6237521096435679,Intellectual disability,purine rich element binding protein A
cytoplasm,PWWP3A,0.03479963911711152,Intellectual disability,"PWWP domain containing 3A, DNA repair factor"
cytoplasm,PXDN,0.04813962397195582,Intellectual disability,peroxidasin
cytoplasm,QKI,0.09239496367117545,Intellectual disability,"QKI, KH domain containing RNA binding"
cytoplasm,QSOX1,0.03902393685615767,Arthrogryposis syndrome,quiescin sulfhydryl oxidase 1
cytoplasm,RAB11B,0.1847899273423509,Intellectual disability,"RAB11B, member RAS oncogene family"
cytoplasm,RAB11FIP4,0.03211648937210059,Intellectual disability,RAB11 family interacting protein 4
cytoplasm,RAB31,0.04967153246962393,Intellectual disability,"RAB31, member RAS oncogene family"
cytoplasm,RAB3A,0.01552235389675747,Intellectual disability,"RAB3A, member RAS oncogene family"
cytoplasm,RAB3GAP1,0.3326218692162316,Intellectual disability,RAB3 GTPase activating protein catalytic subunit 1
cytoplasm,RAB3GAP1,0.3326218692162316,IHPRF,RAB3 GTPase activating protein catalytic subunit 1
cytoplasm,RAB5B,0.05220685027276097,Intellectual disability,"RAB5B, member RAS oncogene family"
cytoplasm,RAB6B,0.03104470779351495,Intellectual disability,"RAB6B, member RAS oncogene family"
cytoplasm,RAC1,0.7322158239561866,Intellectual disability,Rac family small GTPase 1
cytoplasm,RAC3,0.4157773365202895,Intellectual disability,Rac family small GTPase 3
cytoplasm,RAC3,0.4157773365202895,Intellectual disability,Rac family small GTPase 3
cytoplasm,RACGAP1,0.01607672367878453,Arthrogryposis syndrome,Rac GTPase activating protein 1
cytoplasm,RAD51,0.0123809251319375,Arthrogryposis syndrome,RAD51 recombinase
cytoplasm,RAD9A,0.03695798546847018,Arthrogryposis syndrome,RAD9 checkpoint clamp component A
cytoplasm,RAI1,0.4938592937080924,Intellectual disability,retinoic acid induced 1
cytoplasm,RAI1,0.4933562544614382,Intellectual disability,retinoic acid induced 1
cytoplasm,RAI1,0.03895002088522072,Arthrogryposis syndrome,retinoic acid induced 1
cytoplasm,RALA,0.26609749537298527,Intellectual disability,RAS like proto-oncogene A
cytoplasm,RALA,0.26609749537298527,Intellectual disability,RAS like proto-oncogene A
cytoplasm,RALGAPA1,0.04967153246962393,Intellectual disability,Ral GTPase activating protein catalytic subunit alpha 1
cytoplasm,RAPSN,0.7807673172897218,Arthrogryposis syndrome,receptor associated protein of the synapse
cytoplasm,RARA,0.04469493440415292,Arthrogryposis syndrome,retinoic acid receptor alpha
cytoplasm,RARB,0.03544825176208317,Arthrogryposis syndrome,retinoic acid receptor beta
cytoplasm,RARS2,0.1182655534991046,Intellectual disability,"arginyl-tRNA synthetase 2, mitochondrial"
cytoplasm,RARS2,0.14598404260045722,Intellectual disability,"arginyl-tRNA synthetase 2, mitochondrial"
cytoplasm,RASA2,0.1182655534991046,Intellectual disability,RAS p21 protein activator 2
cytoplasm,RASA2,0.1182655534991046,Intellectual disability,RAS p21 protein activator 2
cytoplasm,RASGRF1,0.0413929437246866,Intellectual disability,Ras protein specific guanine nucleotide releasing factor 1
cytoplasm,RBCK1,0.04967153246962393,Intellectual disability,RANBP2-type and C3HC4-type zinc finger containing 1
cytoplasm,RBFOX1,0.01734972095603183,Arthrogryposis syndrome,RNA binding fox-1 homolog 1
cytoplasm,RBM4B,0.04474872880522369,Intellectual disability,RNA binding motif protein 4B
cytoplasm,RBMS2,0.04564646754297733,Abnormal pattern of respiration,RNA binding motif single stranded interacting protein 2
cytoplasm,RBP4,0.01533756396941512,Arthrogryposis syndrome,retinol binding protein 4
cytoplasm,RDH14,0.25870589827929125,Intellectual disability,retinol dehydrogenase 14
cytoplasm,RDH14,0.25870589827929125,Intellectual disability,retinol dehydrogenase 14
cytoplasm,RDH16,0.01552235389675747,Arthrogryposis syndrome,retinol dehydrogenase 16
cytoplasm,RDH5,0.01589193375144217,Arthrogryposis syndrome,retinol dehydrogenase 5
cytoplasm,RELCH,0.03132558848307532,Intellectual disability,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
cytoplasm,RELN,0.15456299482482533,Intellectual disability,reelin
cytoplasm,RELN,0.14598404260045722,Intellectual disability,reelin
cytoplasm,RELN,0.01767063946318305,Arthrogryposis syndrome,reelin
cytoplasm,RELT,0.0398998411117604,Arthrogryposis syndrome,RELT TNF receptor
cytoplasm,REN,0.0471166481099017,Arthrogryposis syndrome,renin
cytoplasm,REST,0.01363092632933776,Intellectual disability,RE1 silencing transcription factor
cytoplasm,RET,0.05058186310546919,Arthrogryposis syndrome,ret proto-oncogene
cytoplasm,RETN,0.01467026700956774,Arthrogryposis syndrome,resistin
cytoplasm,RGS2,0.03506635257890898,Arthrogryposis syndrome,regulator of G protein signaling 2
cytoplasm,RGS22,0.07860535395231538,Intellectual disability,regulator of G protein signaling 22
cytoplasm,RGS4,0.04738937686694589,Intellectual disability,regulator of G protein signaling 4
cytoplasm,RIC3,0.01182655534991045,Arthrogryposis syndrome,RIC3 acetylcholine receptor chaperone
cytoplasm,RILP,0.0413929437246866,Intellectual disability,Rab interacting lysosomal protein
cytoplasm,RIMKLB,0.04967153246962393,Intellectual disability,ribosomal modification protein rimK like family member B
cytoplasm,RING1,0.03695059387137649,Arthrogryposis syndrome,ring finger protein 1
cytoplasm,RIPK4,0.7520367663687086,Arthrogryposis syndrome,receptor interacting serine/threonine kinase 4
cytoplasm,RLIM,0.6070290709453331,Intellectual disability,"ring finger protein, LIM domain interacting"
cytoplasm,RLIM,0.1847899273423509,Intellectual disability,"ring finger protein, LIM domain interacting"
cytoplasm,RLIM,0.03377959871818174,Arthrogryposis syndrome,"ring finger protein, LIM domain interacting"
cytoplasm,RNASE2,0.0319686574302267,Arthrogryposis syndrome,ribonuclease A family member 2
cytoplasm,RNASE3,0.04984756209640217,Arthrogryposis syndrome,ribonuclease A family member 3
cytoplasm,RNF112,0.05220685027276097,Intellectual disability,ring finger protein 112
cytoplasm,RNF19A,0.15563710048807627,Intellectual disability,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
cytoplasm,RNF19A,0.04370264067684164,Intellectual disability,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
cytoplasm,ROBO1,0.1609725589293368,Intellectual disability,roundabout guidance receptor 1
cytoplasm,ROBO1,0.1609725589293368,Intellectual disability,roundabout guidance receptor 1
cytoplasm,ROBO1,0.0430283345816664,Arthrogryposis syndrome,roundabout guidance receptor 1
cytoplasm,ROMO1,0.0413929437246866,Intellectual disability,reactive oxygen species modulator 1
cytoplasm,ROR2,0.39536994832908606,Arthrogryposis syndrome,receptor tyrosine kinase like orphan receptor 2
cytoplasm,RPGRIP1L,0.07181297146021584,Abnormal pattern of respiration,RPGRIP1 like
cytoplasm,RPGRIP1L,0.0406537840153172,Arthrogryposis syndrome,RPGRIP1 like
cytoplasm,RPL17,0.03637267560797299,Arthrogryposis syndrome,ribosomal protein L17
cytoplasm,RPL38,0.0614979894047449,Arthrogryposis syndrome,ribosomal protein L38
cytoplasm,RPS27A,0.03474050634036196,Arthrogryposis syndrome,ribosomal protein S27a
cytoplasm,RPS6KA3,0.666733992931547,Intellectual disability,ribosomal protein S6 kinase A3
cytoplasm,RPS6KA3,0.4430338508032863,Intellectual disability,ribosomal protein S6 kinase A3
cytoplasm,RPS6KA3,0.03049772960858159,Arthrogryposis syndrome,ribosomal protein S6 kinase A3
cytoplasm,RPS7,0.03080817668651674,Arthrogryposis syndrome,ribosomal protein S7
cytoplasm,RRS1,0.0413929437246866,Intellectual disability,ribosome biogenesis regulator 1 homolog
cytoplasm,RSPH9,0.04370281781646598,Intellectual disability,radial spoke head component 9
cytoplasm,RUBCN,0.4157773365202895,Intellectual disability,rubicon autophagy regulator
cytoplasm,RUBCN,0.4157773365202895,Intellectual disability,rubicon autophagy regulator
cytoplasm,RUNX1,0.01576627660084938,Arthrogryposis syndrome,RUNX family transcription factor 1
cytoplasm,RUNX2,0.07112302517676683,Arthrogryposis syndrome,RUNX family transcription factor 2
cytoplasm,RUNX3,0.04453622038877999,Arthrogryposis syndrome,RUNX family transcription factor 3
cytoplasm,RXYLT1,0.04213210343405601,Intellectual disability,ribitol xylosyltransferase 1
cytoplasm,RYK,0.03079339349232935,Arthrogryposis syndrome,receptor like tyrosine kinase
cytoplasm,RYR1,0.6454465282257698,Arthrogryposis syndrome,ryanodine receptor 1
cytoplasm,RYR2,0.03151037841041768,Arthrogryposis syndrome,ryanodine receptor 2
cytoplasm,RYR3,0.06208941558702991,Intellectual disability,ryanodine receptor 3
cytoplasm,RYR3,0.1478319418738807,Arthrogryposis syndrome,ryanodine receptor 3
cytoplasm,SACS,0.03497703744736018,Arthrogryposis syndrome,sacsin molecular chaperone
cytoplasm,SAFB2,0.03132558848307532,Intellectual disability,scaffold attachment factor B2
cytoplasm,SALL1,0.04932967110404058,Arthrogryposis syndrome,spalt like transcription factor 1
cytoplasm,SALL4,0.05195368807230195,Arthrogryposis syndrome,spalt like transcription factor 4
cytoplasm,SAMD9L,0.26609749537298527,Intellectual disability,sterile alpha motif domain containing 9 like
cytoplasm,SAMD9L,0.26609749537298527,Intellectual disability,sterile alpha motif domain containing 9 like
cytoplasm,SBDS,0.3400134663099256,Intellectual disability,SBDS ribosome maturation factor
cytoplasm,SBDS,0.3400134663099256,Intellectual disability,SBDS ribosome maturation factor
cytoplasm,SBK1,0.0413929437246866,Intellectual disability,SH3 domain binding kinase 1
cytoplasm,SC5D,0.04901527157488171,Arthrogryposis syndrome,sterol-C5-desaturase
cytoplasm,SCAPER,0.3400134663099256,Intellectual disability,S-phase cyclin A associated protein in the ER
cytoplasm,SCAPER,0.4699310513386729,Intellectual disability,S-phase cyclin A associated protein in the ER
cytoplasm,SCG3,0.04967153246962393,Intellectual disability,secretogranin III
cytoplasm,SCHIP1,0.03338784407221595,Arthrogryposis syndrome,schwannomin interacting protein 1
cytoplasm,SCN1A,0.49943004656156487,Intellectual disability,sodium voltage-gated channel alpha subunit 1
cytoplasm,SCN1A,0.5089738231777802,Intellectual disability,sodium voltage-gated channel alpha subunit 1
cytoplasm,SCN1A,0.12910127552471243,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 1
cytoplasm,SCN3A,0.12196135204595158,Intellectual disability,sodium voltage-gated channel alpha subunit 3
cytoplasm,SCN3A,0.12011345277252808,Intellectual disability,sodium voltage-gated channel alpha subunit 3
cytoplasm,SCN3B,0.03238258686747358,Arthrogryposis syndrome,sodium voltage-gated channel beta subunit 3
cytoplasm,SCN5A,0.3440612896683598,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 5
cytoplasm,SCN8A,0.3980859595208157,Intellectual disability,sodium voltage-gated channel alpha subunit 8
cytoplasm,SCN8A,0.4635342609717441,Intellectual disability,sodium voltage-gated channel alpha subunit 8
cytoplasm,SCN8A,0.3445747490136946,Arthrogryposis syndrome,sodium voltage-gated channel alpha subunit 8
cytoplasm,SCNN1B,0.03263390116865916,Arthrogryposis syndrome,sodium channel epithelial 1 subunit beta
cytoplasm,SCYL2,0.5081723001914649,Arthrogryposis syndrome,SCY1 like pseudokinase 2
cytoplasm,SDC1,0.01152883824474778,Arthrogryposis syndrome,syndecan 1
cytoplasm,SEC14L1,0.04967153246962393,Intellectual disability,SEC14 like lipid binding 1
cytoplasm,SEC24D,0.25870589827929125,Intellectual disability,"SEC24 homolog D, COPII coat complex component"
cytoplasm,SEC24D,0.25870589827929125,Intellectual disability,"SEC24 homolog D, COPII coat complex component"
cytoplasm,SEC61B,0.0491190105868703,Intellectual disability,SEC61 translocon subunit beta
cytoplasm,SEL1L,0.035080519806671893,Arthrogryposis syndrome,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
cytoplasm,SELENBP1,0.01478319418738807,Arthrogryposis syndrome,selenium binding protein 1
cytoplasm,SELENON,0.06706623687551307,Arthrogryposis syndrome,selenoprotein N
cytoplasm,SELENON,0.03131080528888794,IHPRF,selenoprotein N
cytoplasm,SEPSECS,0.26609749537298527,Arthrogryposis syndrome,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
cytoplasm,SERAC1,0.03596011986082148,Intellectual disability,serine active site containing 1
cytoplasm,SERPINB2,0.0413929437246866,Intellectual disability,serpin family B member 2
cytoplasm,SERPINE1,0.01184768467436904,Arthrogryposis syndrome,serpin family E member 1
cytoplasm,SETBP1,0.5598654885678432,Intellectual disability,SET binding protein 1
cytoplasm,SETBP1,0.4515726225088474,Intellectual disability,SET binding protein 1
cytoplasm,SETBP1,0.42501683288740705,Arthrogryposis syndrome,SET binding protein 1
cytoplasm,SETD6,0.03104470779351495,Intellectual disability,"SET domain containing 6, protein lysine methyltransferase"
