Gene name,Mouse gene,Ensembl_id
CYCTP,Cyct,ENSG00000249909
VAMP3,Vamp3,ENSG00000049245
LSM6,Lsm6,ENSG00000164167
SRA1,Sra1,ENSG00000213523
MED6,Med6,ENSG00000133997
RNF14,Rnf14,ENSG00000013561
CBX1,Cbx1,ENSG00000108468
MAPK11,Mapk11,ENSG00000185386
SLC25A11,Slc25a11,ENSG00000108528
ATG4C,Atg4c,ENSG00000125703
LYSMD3,Lysmd3,ENSG00000176018
VAMP4,Vamp4,ENSG00000117533
INO80C,Ino80c,ENSG00000153391
NR5A1,Nr5a1,ENSG00000136931
THA1P,Tha1,ENSG00000267676
MGAT4B,Mgat4b,ENSG00000161013
SMPX,Smpx,ENSG00000091482
MOB3C,Mob3c,ENSG00000142961
CMAHP,Cmah,ENSG00000168405
BTBD9,Btbd9,ENSG00000183826
DBNL,Dbnl,ENSG00000136279
PPP1R42,Ppp1r42,ENSG00000178125
SPAG6,Spag6,ENSG00000077327
SPAG6,Spag6l,ENSG00000077327
PLPP5,Plpp5,ENSG00000147535
PLPP4,Plpp4,ENSG00000203805
TFCP2L1,Tfcp2l1,ENSG00000115112
CPA2,Cpa2,ENSG00000158516
CPA4,Cpa4,ENSG00000128510
DCTN3,Dctn3,ENSG00000137100
PAK4,Pak4,ENSG00000130669
MPP2,Mpp2,ENSG00000108852
SGTB,Sgtb,ENSG00000197860
RHBDF1,Rhbdf1,ENSG00000007384
UBXN7,Ubxn7,ENSG00000163960
ELAVL2,Elavl2,ENSG00000107105
PLS3,Pls3,ENSG00000102024
OTUB1,Otub1,ENSG00000167770
SYT5,Syt5,ENSG00000129990
CABP1,Cabp1,ENSG00000157782
VPS26B,Vps26b,ENSG00000151502
EPDR1,Epdr1,ENSG00000086289
MED31,Med31,ENSG00000108590
COMMD2,Commd2,ENSG00000114744
C17orf49,0610010K14Rik,ENSG00000258315
EBP,Ebp,ENSG00000147155
ENY2,Eny2,ENSG00000120533
MRPL43,Mrpl43,ENSG00000055950
PXYLP1,Pxylp1,ENSG00000155893
RGS20,Rgs20,ENSG00000147509
ENTREP2,Entrep2,ENSG00000104059
TIMD4,Timd4,ENSG00000145850
HAVCR1,Havcr1,ENSG00000113249
DPY30,Dpy30,ENSG00000162961
TSPAN18,Tspan18,ENSG00000157570
ELOC,Eloc,ENSG00000154582
NUBPL,Nubpl,ENSG00000151413
DECR1,Decr1,ENSG00000104325
MYOZ1,Myoz1,ENSG00000177791
UFD1,Ufd1,ENSG00000070010
GTPBP10,Gtpbp10,ENSG00000105793
DGAT1,Dgat1,ENSG00000185000
CPLX1,Cplx1,ENSG00000168993
TIMM13,Timm13,ENSG00000099800
BRAP,Brap,ENSG00000089234
NAPG,Napg,ENSG00000134265
SURF4,Surf4,ENSG00000148248
TRAPPC5,Trappc5,ENSG00000181029
TMEM147,Tmem147,ENSG00000105677
TSPAN13,Tspan13,ENSG00000106537
RPL35A,Rpl35a,ENSG00000182899
SDHD,Sdhd,ENSG00000204370
RERGL,Rergl,ENSG00000111404
DCTN5,Dctn5,ENSG00000166847
ZNF106,Zfp106,ENSG00000103994
LYRM1,Lyrm1,ENSG00000102897
NRN1,Nrn1,ENSG00000124785
CDK5R1,Cdk5r1,ENSG00000176749
NME5,Nme5,ENSG00000112981
ARL6IP5,Arl6ip5,ENSG00000144746
MRPL46,Mrpl46,ENSG00000259494
CBLN1,Cbln1,ENSG00000102924
RGS17,Rgs17,ENSG00000091844
NXPH1,Nxph1,ENSG00000122584
ASB1,Asb1,ENSG00000065802
KCTD9,Kctd9,ENSG00000104756
TRAPPC1,Trappc1,ENSG00000170043
IMPA1,Impa1,ENSG00000133731
UBE2B,Ube2b,ENSG00000119048
MAPKAPK5,Mapkapk5,ENSG00000089022
YEATS4,Yeats4,ENSG00000127337
CCDC103,Ccdc103,ENSG00000167131
RPP38,Rpp38,ENSG00000152464
HAX1,Hax1,ENSG00000143575
SEC61B,Sec61b,ENSG00000106803
SEC61B,Gm10320,ENSG00000106803
NOP16,Nop16,ENSG00000048162
RWDD1,Rwdd1,ENSG00000111832
PPP1R1C,Ppp1r1c,ENSG00000150722
AP3S2,Ap3s2,ENSG00000157823
CAMK2D,Camk2d,ENSG00000145349
PSMF1,Psmf1,ENSG00000125818
TAF11,Taf11,ENSG00000064995
PIR,Pir,ENSG00000087842
POLR3K,Polr3k,ENSG00000161980
MRPL11,Mrpl11,ENSG00000174547
SLC25A46,Slc25a46,ENSG00000164209
CELF4,Celf4,ENSG00000101489
GTF2H3,Gtf2h3,ENSG00000111358
GC,Gc,ENSG00000145321
AQP12A,Aqp12,ENSG00000184945
AQP12B,Aqp12,ENSG00000185176
ANKRD54,Ankrd54,ENSG00000100124
PMEPA1,Pmepa1,ENSG00000124225
FAIM,Faim,ENSG00000158234
FAIM,Faiml,ENSG00000158234
TCTA,Tcta,ENSG00000145022
SEC63,Sec63,ENSG00000025796
TNFSF10,Tnfsf10,ENSG00000121858
PRSS22,Prss22,ENSG00000005001
PRSS30P,Prss30,NA
PRSS8,Prss8,ENSG00000052344
TPSAB1,Tpsb2,ENSG00000172236
TPSB2,Tpsb2,ENSG00000197253
UBE2R2,Ube2r2,ENSG00000107341
ACY3,Acy3,ENSG00000132744
ZDHHC7,Zdhhc7,ENSG00000153786
SIRT5,Sirt5,ENSG00000124523
RNLS,Rnls,ENSG00000184719
RGP1,Rgp1,ENSG00000107185
PSMB2,Psmb2,ENSG00000126067
TYW3,Tyw3,ENSG00000162623
NRBF2,Nrbf2,ENSG00000148572
MTERF3,Mterf3,ENSG00000156469
PELI2,Peli2,ENSG00000139946
TSPAN33,Tspan33,ENSG00000158457
NAXE,Naxe,ENSG00000163382
GSTO1,Gsto1,ENSG00000148834
IRF8,Irf8,ENSG00000140968
PLAAT5,Plaat5,ENSG00000168004
PLAAT3,Plaat3,ENSG00000176485
LRRC57,Lrrc57,ENSG00000180979
CCDC85C,Ccdc85c,ENSG00000205476
BPGM,Bpgm,ENSG00000172331
CRYZL1,Cryzl1,ENSG00000205758
KHK,Khk,ENSG00000138030
JKAMP,Jkamp,ENSG00000050130
TMEM53,Tmem53,ENSG00000126106
SLC2A14,Slc2a3,ENSG00000173262
SLC2A3,Slc2a3,ENSG00000059804
ADA,Ada,ENSG00000196839
SLC38A5,Slc38a5,ENSG00000017483
LIMK2,Limk2,ENSG00000182541
STARD3NL,Stard3nl,ENSG00000010270
ATXN7L2,Atxn7l2,ENSG00000162650
UQCRC2,Uqcrc2,ENSG00000140740
RNASEH1,Rnaseh1,ENSG00000171865
RAD17,Rad17,ENSG00000152942
AP4M1,Ap4m1,ENSG00000221838
SART1,Sart1,ENSG00000175467
DNASE1,Dnase1,ENSG00000213918
DNASE1L2,Dnase1l2,ENSG00000167968
CCR10,Ccr10,ENSG00000184451
BCAT2,Bcat2,ENSG00000105552
TIMM10,Timm10,ENSG00000134809
PDSS2,Pdss2,ENSG00000164494
GPR137,Gpr137,ENSG00000173264
PRCP,Prcp,ENSG00000137509
DNAJB7,Dnajb7,ENSG00000172404
DNAJB8,Dnajb8,ENSG00000179407
DNAJB6,Dnajb6,ENSG00000105993
DENR,Denr,ENSG00000139726
KAT14,Kat14,ENSG00000149474
SNRNP27,Snrnp27,ENSG00000124380
LYG1,Lyg1,ENSG00000144214
MFSD5,Mfsd5,ENSG00000182544
PSMG1,Psmg1,ENSG00000183527
ALLC,Allc,ENSG00000151360
IMP4,Imp4,ENSG00000136718
TFIP11,Tfip11,ENSG00000100109
NUS1,Nus1,ENSG00000153989
ZDHHC3,Zdhhc3,ENSG00000163812
WIPI2,Wipi2,ENSG00000157954
HORMAD1,Hormad1,ENSG00000143452
TRMT61A,Trmt61a,ENSG00000166166
SLC25A40,Slc25a40,ENSG00000075303
METTL21EP,Mettl21e,ENSG00000250878
PPFIBP2,Ppfibp2,ENSG00000166387
CD36,Cd36,ENSG00000135218
SLC30A5,Slc30a5,ENSG00000145740
TM4SF5,Tm4sf5,ENSG00000142484
NUDT2,Nudt2,ENSG00000164978
CLPTM1L,Clptm1l,ENSG00000049656
CPSF2,Cpsf2,ENSG00000165934
GPATCH11,Gpatch11,ENSG00000152133
RDH11,Rdh11,ENSG00000072042
RDH12,Rdh12,ENSG00000139988
B9D2,B9d2,ENSG00000123810
GNG7,Gng7,ENSG00000176533
GNG13,Gng13,ENSG00000127588
MRPL24,Mrpl24,ENSG00000143314
RD3,Rd3,ENSG00000198570
YIPF2,Yipf2,ENSG00000130733
NEK6,Nek6,ENSG00000119408
KCTD1,Kctd1,ENSG00000134504
NR6A1,Nr6a1,ENSG00000148200
UCKL1,Uckl1,ENSG00000198276
SLC30A9,Slc30a9,ENSG00000014824
GCN1,Gcn1,ENSG00000089154
RHOJ,Rhoj,ENSG00000126785
PCP4L1,Pcp4l1,ENSG00000248485
LBX1,Lbx1,ENSG00000138136
TAGAP,Tagap1,ENSG00000164691
TAGAP,Tagap,ENSG00000164691
FBXO22,Fbxo22,ENSG00000167196
SLC22A10,Slc22a30,ENSG00000184999
SLC22A25,Slc22a30,ENSG00000196600
SLC22A9,Slc22a30,ENSG00000149742
MRPS11,Mrps11,ENSG00000181991
TOMM5,Tomm5,ENSG00000175768
MED20,Med20,ENSG00000124641
NAT1,Nat3,ENSG00000171428
NAT2,Nat3,ENSG00000156006
NAT1,Nat1,ENSG00000171428
NAT2,Nat1,ENSG00000156006
NAT1,Nat2,ENSG00000171428
NAT2,Nat2,ENSG00000156006
MND1,Mnd1,ENSG00000121211
FAM120B,Fam120b,ENSG00000112584
TRAPPC3,Trappc3,ENSG00000054116
MASTL,Mastl,ENSG00000120539
METTL16,Mettl16,ENSG00000127804
RIOK3,Riok3,ENSG00000101782
MRPS23,Mrps23,ENSG00000181610
NEK7,Nek7,ENSG00000151414
MPHOSPH6,Mphosph6,ENSG00000135698
FNBP1L,Fnbp1l,ENSG00000137942
HNMT,Hnmt,ENSG00000150540
AURKA,Aurka,ENSG00000087586
HBB,Hbb-bt,ENSG00000244734
HBD,Hbb-bt,ENSG00000223609
HBB,Hbb-bs,ENSG00000244734
HBD,Hbb-bs,ENSG00000223609
HBE1,Hbb-bh1,ENSG00000213931
HBG1,Hbb-bh1,ENSG00000213934
HBG2,Hbb-bh1,ENSG00000196565
HBB,Hbb-b1,ENSG00000244734
HBD,Hbb-b1,ENSG00000223609
HBG1,Hbb-bh0,ENSG00000213934
HBG2,Hbb-bh0,ENSG00000196565
HBB,Hbb-b2,ENSG00000244734
HBD,Hbb-b2,ENSG00000223609
RPL18,Rpl18,ENSG00000063177
NDUFA7,Ndufa7,ENSG00000267855
THOC7,Thoc7,ENSG00000163634
SYF2,Syf2,ENSG00000117614
RS1,Rs1,ENSG00000102104
MOB4,Mob4,ENSG00000115540
DTD1,Dtd1,ENSG00000125821
LHFPL3,Lhfpl3,ENSG00000187416
RPL15,Rpl15,ENSG00000174748
ADPRH,Adprh,ENSG00000144843
B3GAT2,B3gat2,ENSG00000112309
DNAJB4,Dnajb4,ENSG00000162616
TXNDC17,Txndc17,ENSG00000129235
PHOSPHO1,Phospho1,ENSG00000173868
NTPCR,Ntpcr,ENSG00000135778
PRKACA,Prkaca,ENSG00000072062
FKBP14,Fkbp14,ENSG00000106080
GPALPP1,Gpalpp1,ENSG00000133114
BLOC1S4,Bloc1s4,ENSG00000186222
DNAJC15,Dnajc15,ENSG00000120675
PRR15L,Prr15l,ENSG00000167183
TMED1,Tmed1,ENSG00000099203
FKBP9,Fkbp9,ENSG00000122642
TM4SF4,Tm4sf4,ENSG00000169903
DUS4L,Dus4l,ENSG00000105865
UBE2E2,Ube2e2,ENSG00000182247
HSD17B14,Hsd17b14,ENSG00000087076
CPTP,Cptp,ENSG00000224051
PAIP1,Paip1,ENSG00000172239
CDK5R2,Cdk5r2,ENSG00000171450
TRAF3,Traf3,ENSG00000131323
PEF1,Pef1,ENSG00000162517
CUX1,Cux1,ENSG00000257923
HADH,Hadh,ENSG00000138796
SLC38A7,Slc38a7,ENSG00000103042
RALB,Ralb,ENSG00000144118
UFC1,Ufc1,ENSG00000143222
PRSS53,Prss53,ENSG00000151006
SUZ12,Suz12,ENSG00000178691
DESI2,Desi2,ENSG00000121644
BAG3,Bag3,ENSG00000151929
BRF2,Brf2,ENSG00000104221
SFXN1,Sfxn1,ENSG00000164466
MRPL19,Mrpl19,ENSG00000115364
ENTPD1,Entpd1,ENSG00000138185
LAMTOR2,Lamtor2,ENSG00000116586
TM9SF1,Tm9sf1,ENSG00000100926
LSM1,Lsm1,ENSG00000175324
CENPP,Cenpp,ENSG00000188312
DIMT1,Dimt1,ENSG00000086189
CTU2,Ctu2,ENSG00000174177
PHPT1,Phpt1,ENSG00000054148
MFSD2A,Mfsd2a,ENSG00000168389
AARSD1,Aarsd1,ENSG00000266967
PTGES3L-AARSD1,Aarsd1,ENSG00000108825
PAQR5,Paqr5,ENSG00000137819
AUH,Auh,ENSG00000148090
LPAR2,Lpar2,ENSG00000064547
KLHL15,Klhl15,ENSG00000174010
THOC3,Thoc3,ENSG00000051596
DEXI,Dexi,ENSG00000182108
FAM199X,Fam199x,ENSG00000123575
TMEM179,Tmem179,ENSG00000258986
CEP57L1,Cep57l1,ENSG00000183137
ZMAT5,Zmat5,ENSG00000100319
CDKL1,Cdkl1,ENSG00000100490
HSPBAP1,Hspbap1,ENSG00000169087
MRPS27,Mrps27,ENSG00000113048
CHST10,Chst10,ENSG00000115526
ALG6,Alg6,ENSG00000088035
SDF2L1,Sdf2l1,ENSG00000128228
FHL2,Fhl2,ENSG00000115641
CYP8B1,Cyp8b1,ENSG00000180432
RAD23A,Rad23a,ENSG00000179262
ACADS,Acads,ENSG00000122971
ACAT1,Acat1,ENSG00000075239
NDUFV1,Ndufv1,ENSG00000167792
IMMP2L,Immp2l,ENSG00000184903
TNPO2,Tnpo2,ENSG00000105576
BET1L,Bet1l,ENSG00000177951
FBP2,Fbp2,ENSG00000130957
EMP2,Emp2,ENSG00000213853
NEGR1,Negr1,ENSG00000172260
AGBL5,Agbl5,ENSG00000084693
XRCC1,Xrcc1,ENSG00000073050
YIPF1,Yipf1,ENSG00000058799
MORC2,Morc2a,ENSG00000133422
MORC2,Morc2b,ENSG00000133422
PHAX,Phax,ENSG00000164902
CRBN,Crbn,ENSG00000113851
FLAD1,Flad1,ENSG00000160688
PGLS,Pgls,ENSG00000130313
FHDC1,Fhdc1,ENSG00000137460
TCF25,Tcf25,ENSG00000141002
WDR18,Wdr18,ENSG00000065268
SLC51A,Slc51a,ENSG00000163959
MACROD1,Macrod1,ENSG00000133315
SUCLG1,Suclg1,ENSG00000163541
ASPDH,Aspdh,ENSG00000204653
ALDH3A1,Aldh3a1,ENSG00000108602
FAM43B,Fam43b,ENSG00000183114
LYPD6,Lypd6,ENSG00000187123
UXT,Uxt,ENSG00000126756
HMGB2,Hmgb2,ENSG00000164104
FKBP2,Fkbp2,ENSG00000173486
ADAM9,Adam9,ENSG00000168615
APIP,Apip,ENSG00000149089
GJC2,Gjc2,ENSG00000198835
PFKM,Pfkm,ENSG00000152556
LINGO1,Lingo1,ENSG00000169783
COASY,Coasy,ENSG00000068120
RASSF1,Rassf1,ENSG00000068028
PIP5K1B,Pip5k1b,ENSG00000107242
CTRL,Ctrl,ENSG00000141086
CAVIN2,Cavin2,ENSG00000168497
CCDC47,Ccdc47,ENSG00000108588
HARS2,Hars2,ENSG00000112855
HARS1,Hars1,ENSG00000170445
EIF4E3,Eif4e3,ENSG00000163412
LENG1,Leng1,ENSG00000105617
UTP3,Utp3,ENSG00000132467
SLC49A4,Slc49a4,ENSG00000138463
ETFDH,Etfdh,ENSG00000171503
ACSL5,Acsl5,ENSG00000197142
NUCKS1,Nucks1,ENSG00000069275
ARRDC3,Arrdc3,ENSG00000113369
TMOD2,Tmod2,ENSG00000128872
TMOD3,Tmod3,ENSG00000138594
SERPINF1,Serpinf1,ENSG00000132386
EYA2,Eya2,ENSG00000064655
CLDN2,Cldn2,ENSG00000165376
CLDN14,Cldn14,ENSG00000159261
SAV1,Sav1,ENSG00000151748
GDAP2,Gdap2,ENSG00000196505
DSCC1,Dscc1,ENSG00000136982
MRPL40,Mrpl40,ENSG00000185608
SLC66A3,Slc66a3,ENSG00000162976
ACOT7,Acot7,ENSG00000097021
STYXL1,Styxl1,ENSG00000127952
SPIC,Spic,ENSG00000166211
PPIF,Ppif,ENSG00000108179
SC5D,Sc5d,ENSG00000109929
AP1S3,Ap1s3,ENSG00000152056
TMEM237,Tmem237,ENSG00000155755
POLR3GL,Polr3gl,ENSG00000121851
ILDR1,Ildr1,ENSG00000145103
TGM2,Tgm2,ENSG00000198959
VAC14,Vac14,ENSG00000103043
NDUFS6,Ndufs6,ENSG00000145494
MANEA,Manea,ENSG00000172469
CDC42EP3,Cdc42ep3,ENSG00000163171
ABHD3,Abhd3,ENSG00000158201
CCDC85A,Ccdc85a,ENSG00000055813
RRH,Rrh,ENSG00000180245
HAT1,Hat1,ENSG00000128708
ADNP2,Adnp2,ENSG00000101544
GTF3C3,Gtf3c3,ENSG00000119041
IMPACT,Impact,ENSG00000154059
RBFOX1,Rbfox1,ENSG00000078328
TTR,Ttr,ENSG00000118271
SAA3P,Saa3,ENSG00000166787
SAA1,Saa2,ENSG00000173432
SAA2,Saa2,ENSG00000134339
SAA1,Saa1,ENSG00000173432
SAA2,Saa1,ENSG00000134339
RIC8A,Ric8a,ENSG00000177963
RPS4X,Rps4x,ENSG00000198034
RPS4Y1,Rps4x,ENSG00000129824
TMEM18,Tmem18,ENSG00000151353
PHYHIPL,Phyhipl,ENSG00000165443
TSPAN7,Tspan7,ENSG00000156298
PRKCH,Prkch,ENSG00000027075
FOXF2,Foxf2,ENSG00000137273
VSNL1,Vsnl1,ENSG00000163032
RBX1,Rbx1,ENSG00000100387
RCE1,Rce1,ENSG00000173653
GRIN2D,Grin2d,ENSG00000105464
MRPL48,Mrpl48,ENSG00000175581
USP28,Usp28,ENSG00000048028
GTF3C4,Gtf3c4,ENSG00000125484
THEMIS,Themis,ENSG00000172673
ITFG2,Itfg2,ENSG00000111203
IAH1,Iah1,ENSG00000134330
USP4,Usp4,ENSG00000114316
PGM2L1,Pgm2l1,ENSG00000165434
CUL4B,Cul4b,ENSG00000158290
SSRP1,Ssrp1,ENSG00000149136
NBN,Nbn,ENSG00000104320
ELAPOR1,Elapor1,ENSG00000116299
PTTG1IP,Pttg1ip,ENSG00000183255
KCTD15,Kctd15,ENSG00000153885
PAWR,Pawr,ENSG00000177425
ATL3,Atl3,ENSG00000184743
CCND3,Ccnd3,ENSG00000112576
CCDC149,Ccdc149,ENSG00000181982
MAP2,Map2,ENSG00000078018
TRAPPC6B,Trappc6b,ENSG00000182400
ADPRHL1,Adprhl1,ENSG00000153531
PCYT2,Pcyt2,ENSG00000185813
CTSZ,Ctsz,ENSG00000101160
SLC38A4,Slc38a4,ENSG00000139209
CITED2,Cited2,ENSG00000164442
TSPAN5,Tspan5,ENSG00000168785
DRAM1,Dram1,ENSG00000136048
EEF2KMT,Eef2kmt,ENSG00000118894
FAM86B1,Eef2kmt,ENSG00000186523
FAM86B2,Eef2kmt,ENSG00000145002
CCDC113,Ccdc113,ENSG00000103021
NIPA1,Nipa1,ENSG00000170113
EIPR1,Eipr1,ENSG00000032389
CRADD,Cradd,ENSG00000169372
NUDT22,Nudt22,ENSG00000149761
DHRS3,Dhrs3,ENSG00000162496
TLCD1,Tlcd1,ENSG00000160606
ACOT8,Acot8,ENSG00000101473
EXOSC9,Exosc9,ENSG00000123737
GINS1,Gins1,ENSG00000101003
MOGAT2,Mogat2,ENSG00000166391
SHLD3,Shld3,ENSG00000253251
TRMT44,Trmt44,ENSG00000155275
MIGA1,Miga1,ENSG00000180488
SPDYA,Spdya,ENSG00000163806
DERA,Dera,ENSG00000023697
HSD17B10,Hsd17b10,ENSG00000072506
MNAT1,Mnat1,ENSG00000020426
RAD51C,Rad51c,ENSG00000108384
CYB561D2,Cyb561d2,ENSG00000114395
PAXIP1,Paxip1,ENSG00000157212
NLN,Nln,ENSG00000123213
RRAS,Rras,ENSG00000126458
ACOX1,Acox1,ENSG00000161533
GPD1L,Gpd1l,ENSG00000152642
ARFIP2,Arfip2,ENSG00000132254
RTKN2,Rtkn2,ENSG00000182010
TXNL4A,Txnl4a,ENSG00000141759
ATP5PB,Atp5pb,ENSG00000116459
GLIPR2,Glipr2,ENSG00000122694
FBLN5,Fbln5,ENSG00000140092
SUMF2,Sumf2,ENSG00000129103
TMEM144,Tmem144,ENSG00000164124
RWDD4,Rwdd4a,ENSG00000182552
DENND6A,Dennd6a,ENSG00000174839
TMBIM1,Tmbim1,ENSG00000135926
PEX10,Pex10,ENSG00000157911
GALK1,Galk1,ENSG00000108479
BORCS5,Borcs5,ENSG00000165714
STMN2,Stmn2,ENSG00000104435
POP7,Pop7,ENSG00000172336
CPT1B,Cpt1b,ENSG00000205560
SDHAF3,Sdhaf3,ENSG00000196636
LIN7C,Lin7c,ENSG00000148943
CCL2,Ccl12,ENSG00000108691
CCL13,Ccl2,ENSG00000181374
CCL2,Ccl2,ENSG00000108691
EHD3,Ehd3,ENSG00000013016
RAP2C,Rap2c,ENSG00000123728
DOLPP1,Dolpp1,ENSG00000167130
PGM3,Pgm3,ENSG00000013375
DCK,Dck,ENSG00000156136
WDFY1,Wdfy1,ENSG00000085449
C1D,C1d,ENSG00000197223
SGCA,Sgca,ENSG00000108823
PIP5K1A,Pip5k1a,ENSG00000143398
NAA60,Naa60,ENSG00000122390
MAPK13,Mapk13,ENSG00000156711
CMTM7,Cmtm7,ENSG00000153551
FMNL2,Fmnl2,ENSG00000157827
SLC25A18,Slc25a18,ENSG00000182902
INPP5F,Inpp5f,ENSG00000198825
LRRCC1,Lrrcc1,ENSG00000133739
SNX33,Snx33,ENSG00000173548
SNAP29,Snap29,ENSG00000099940
CEP290,Cep290,ENSG00000198707
SHROOM4,Shroom4,ENSG00000158352
TBC1D15,Tbc1d15,ENSG00000121749
TMEM161A,Tmem161a,ENSG00000064545
MYBL1,Mybl1,ENSG00000185697
ME3,Me3,ENSG00000151376
COL6A4P1,Col6a4,NA
COL6A4P2,Col6a4,ENSG00000228252
COL6A6,Col6a6,ENSG00000206384
SNAPC5,Snapc5,ENSG00000174446
GCOM1,Myzap,ENSG00000137878
MYZAP,Myzap,ENSG00000263155
POLR2M,Myzap,ENSG00000255529
MOSPD2,Mospd2,ENSG00000130150
TBL3,Tbl3,ENSG00000183751
RBM41,Rbm41,ENSG00000089682
XKRX,Xkrx,ENSG00000182489
COLEC11,Colec11,ENSG00000118004
CDC7,Cdc7,ENSG00000097046
GLMN,Glmn,ENSG00000174842
RUNDC3B,Rundc3b,ENSG00000105784
BIN2,Bin2,ENSG00000110934
DHRS13,Dhrs13,ENSG00000167536
BROX,Brox,ENSG00000162819
CADM4,Cadm4,ENSG00000105767
GALK2,Galk2,ENSG00000156958
TBC1D22A,Tbc1d22a,ENSG00000054611
GPR137C,Gpr137c,ENSG00000180998
MGAT4FP,Mgat4f,ENSG00000234761
MGAT4EP,Mgat4e,ENSG00000184774
CTDNEP1,Ctdnep1,ENSG00000175826
PHYHD1,Phyhd1,ENSG00000175287
YIF1B,Yif1b,ENSG00000167645
CDADC1,Cdadc1,ENSG00000102543
STX17,Stx17,ENSG00000136874
NAP1L4,Nap1l4,ENSG00000205531
CDCA8,Cdca8,ENSG00000134690
CREG2,Creg2,ENSG00000175874
CLN3,Cln3,ENSG00000188603
MLLT10,Mllt10,ENSG00000078403
S1PR5,S1pr5,ENSG00000180739
METTL8,Mettl8,ENSG00000123600
UBE3A,Ube3a,ENSG00000114062
MYBPC1,Mybpc1,ENSG00000196091
CAB39L,Cab39l,ENSG00000102547
SLC7A3,Slc7a3,ENSG00000165349
CBL,Cbl,ENSG00000110395
GLT8D1,Glt8d1,ENSG00000016864
GNAL,Gnal,ENSG00000141404
SPIRE2,Spire2,ENSG00000204991
ANKRD9,Ankrd9,ENSG00000156381
DENND2D,Dennd2d,ENSG00000162777
CSAD,Csad,ENSG00000139631
MVK,Mvk,ENSG00000110921
SLC25A44,Slc25a44,ENSG00000160785
RNF24,Rnf24,ENSG00000101236
ACE2,Ace2,ENSG00000130234
SLU7,Slu7,ENSG00000164609
STAM2,Stam2,ENSG00000115145
GSTO2,Gsto2,ENSG00000065621
TPRKB,Tprkb,ENSG00000144034
PLEKHA8,Plekha8,ENSG00000106086
PLEKHA8P1,Plekha8,ENSG00000134297
MRPS34,Mrps34,ENSG00000074071
PPTC7,Pptc7,ENSG00000196850
PCID2,Pcid2,ENSG00000126226
TTC1,Ttc1,ENSG00000113312
SNRPA1,Snrpa1,ENSG00000131876
TTC36,Ttc36,ENSG00000172425
HAAO,Haao,ENSG00000162882
SLC5A11,Slc5a11,ENSG00000158865
ATPSCKMT,Atpsckmt,ENSG00000150756
PGRMC1,Pgrmc1,ENSG00000101856
PTP4A1,Ptp4a1,ENSG00000112245
STIP1,Stip1,ENSG00000168439
NET1,Net1,ENSG00000173848
PYGL,Pygl,ENSG00000100504
C12orf75,1500009L16Rik,ENSG00000235162
CRACD,Cracd,ENSG00000109265
TAFA5,Tafa5,ENSG00000219438
GPR22,Gpr22,ENSG00000172209
DYNLT1,Dynlt1c,ENSG00000146425
DYNLT1,Dynlt1a,ENSG00000146425
DYNLT1,Dynlt1f,ENSG00000146425
DYNLT1,Dynlt1b,ENSG00000146425
LXN,Lxn,ENSG00000079257
RARRES1,Rarres1,ENSG00000118849
ADGRD1,Adgrd1,ENSG00000111452
PUS1,Pus1,ENSG00000177192
HSDL1,Hsdl1,ENSG00000103160
ARMC1,Armc1,ENSG00000104442
RENBP,Renbp,ENSG00000102032
ERG,Erg,ENSG00000157554
IFT56,Ift56,ENSG00000105948
DHTKD1,Dhtkd1,ENSG00000181192
IFT80,Ift80,ENSG00000068885
STK35,Stk35,ENSG00000125834
PIH1D2,Pih1d2,ENSG00000150773
TFAP2C,Tfap2c,ENSG00000087510
ADO,Ado,ENSG00000181915
SPICE1,Spice1,ENSG00000163611
EPHX2,Ephx2,ENSG00000120915
DHCR24,Dhcr24,ENSG00000116133
NSUN4,Nsun4,ENSG00000117481
EFEMP2,Efemp2,ENSG00000172638
CH25H,Ch25h,ENSG00000138135
LHFPL6,Lhfpl6,ENSG00000183722
CDK20,Cdk20,ENSG00000156345
MTFR1,Mtfr1,ENSG00000066855
COMMD3,Commd3,ENSG00000148444
ARAF,Araf,ENSG00000078061
MUL1,Mul1,ENSG00000090432
PNPLA6,Pnpla6,ENSG00000032444
GNS,Gns,ENSG00000135677
EDARADD,Edaradd,ENSG00000186197
PRKAR1A,Prkar1a,ENSG00000108946
CDC40,Cdc40,ENSG00000168438
KAZALD1,Kazald1,ENSG00000107821
GHDC,Ghdc,ENSG00000167925
HEMK1,Hemk1,ENSG00000114735
SLC12A9,Slc12a9,ENSG00000146828
RLF,Rlf,ENSG00000117000
GOLGA4,Golga4,ENSG00000144674
PNKD,Pnkd,ENSG00000127838
ACP6,Acp6,ENSG00000162836
TTC22,Ttc22,ENSG00000006555
FAF2,Faf2,ENSG00000113194
BCDIN3D,Bcdin3d,ENSG00000186666
MARVELD1,Marveld1,ENSG00000155254
SRRM4,Srrm4,ENSG00000139767
CNNM2,Cnnm2,ENSG00000148842
RCOR3,Rcor3,ENSG00000117625
HRG,Hrg,ENSG00000113905
MAP6,Map6,ENSG00000171533
CEACAM1,Ceacam2,ENSG00000079385
CEACAM5,Ceacam2,ENSG00000105388
CEACAM6,Ceacam2,ENSG00000086548
PSG1,Ceacam2,ENSG00000231924
PSG3,Ceacam2,ENSG00000221826
PSG4,Ceacam2,ENSG00000243137
PSG6,Ceacam2,ENSG00000170848
PSG7,Ceacam2,ENSG00000221878
